Account ID,Full Account ID,Full User ID,Owner AMA / AUM,Connect 2021 from Opty,Connect 2021,Connect 2020 from Opty,Connect 2020,Connect 2019,Account Currency,JUNO Account ID,Kaseya Market Segment,Auto Renewal Op Out,# of Closed Won Opportunities,Account Record Type,Type,Last Activity,Last Modified Date
0013a00001ZxmZ5,0013a00001ZxmZ5AAJ,0054w00000AR1dtAAD,AUM,0,0,0,0,0,GBP,3534,MSP,0,1,End User,Customer,1/26/2022,2/2/2022
0013a00001ZxmjK,0013a00001ZxmjKAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,9040,MSP,0,2,End User,Customer,1/25/2022,2/10/2022
0013a00001Zxmn2,0013a00001Zxmn2AAB,005j000000C0Vd6AAF,AUM,0,0,0,0,0,ZAR,1262,MSP,0,0,End User,Prospect,10/25/2021,8/19/2021
0013a00001Zxmqu,0013a00001ZxmquAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,3804,MSP,0,11,End User,Customer,2/4/2022,2/10/2022
0013a00001Zxmzh,0013a00001ZxmzhAAB,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,6789,MSP,1,7,End User,Customer,10/26/2021,2/10/2022
0013a00001Zxo8T,0013a00001Zxo8TAAR,0054w00000AWVijAAH,AMA,0,0,0,0,0,USD,2531,MSP,0,17,Reseller,Customer,2/1/2022,2/10/2022
0013a00001ZxoLt,0013a00001ZxoLtAAJ,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,3259,MSP,0,2,End User,Customer,11/17/2021,2/10/2022
0013a00001ZxoQK,0013a00001ZxoQKAAZ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,4528,MSP,0,1,End User,Customer,12/31/2021,11/15/2021
0013a00001Zxom1,0013a00001Zxom1AAB,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,5043,MSP,0,5,End User,Customer,1/21/2022,2/10/2022
0013a00001Zxq1K,0013a00001Zxq1KAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,3936,MSP,0,7,End User,Customer,2/4/2022,2/10/2022
0013a00001Zxq2w,0013a00001Zxq2wAAB,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,4202,MSP,0,1,End User,Customer,12/31/2021,11/15/2021
0013a00001Zxq4Y,0013a00001Zxq4YAAR,005j000000Ec0QcAAJ,AMA,0,0,0,0,1,USD,6170,MSP,0,8,End User,Customer,11/15/2021,1/3/2022
0013a00001Zxq6p,0013a00001Zxq6pAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,2399,MSP,0,7,End User,Customer,2/10/2022,2/10/2022
0013a00001ZxqOM,0013a00001ZxqOMAAZ,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,2869,MSP,0,3,End User,Prospect,2/4/2022,2/10/2022
0013a00001ZxqPe,0013a00001ZxqPeAAJ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,7967,MSP,0,1,End User,Customer,2/10/2022,2/10/2022
0013a00001ZxqQ3,0013a00001ZxqQ3AAJ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,5791,MSP,0,3,End User,Customer,2/4/2022,2/10/2022
0013a00001ZxqQr,0013a00001ZxqQrAAJ,0054w00000AR3YWAA1,AMA,0,0,0,0,0,USD,6852,MSP,0,18,End User,Partner,1/24/2022,2/10/2022
0013a00001ZxqRa,0013a00001ZxqRaAAJ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,5788,MSP,0,0,End User,Customer,1/5/2022,2/9/2022
0013a00001ZxqV8,0013a00001ZxqV8AAJ,0053a00000K46dKAAR,AMA,0,0,0,0,0,AUD,7911,MSP,0,23,End User,Customer,2/2/2022,2/10/2022
0013a00001ZxrQ9,0013a00001ZxrQ9AAJ,005f100000IUgsUAAT,AMA,0,0,0,0,0,USD,6848,MSP,0,10,Reseller,Customer,1/26/2022,2/10/2022
0013a00001ZxrVY,0013a00001ZxrVYAAZ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,5099,MSP,0,2,End User,Customer,10/26/2021,2/10/2022
0013a00001ZxrWR,0013a00001ZxrWRAAZ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,7957,MSP,0,1,End User,Customer,1/26/2022,2/10/2022
0013a00001ZxrZ6,0013a00001ZxrZ6AAJ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,4351,MSP,0,11,End User,Customer,1/18/2022,2/10/2022
0013a00001Zxrf9,0013a00001Zxrf9AAB,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,2674,MSP,0,0,End User,Customer,1/4/2022,11/15/2021
0013a00001Zxs4k,0013a00001Zxs4kAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,5698,MSP,0,2,End User,Customer,1/5/2022,2/10/2022
0013a00001Zxs7F,0013a00001Zxs7FAAR,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,4595,MSP,0,2,End User,Customer,2/10/2022,2/10/2022
0013a00001Zxs7K,0013a00001Zxs7KAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,3077,MSP,0,0,End User,Customer,12/30/2021,2/9/2022
0013a00001Zxs8c,0013a00001Zxs8cAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,4380,MSP,0,12,End User,Customer,1/29/2022,2/10/2022
0013a00001ZxsFE,0013a00001ZxsFEAAZ,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,3538,MSP,0,3,End User,Customer,1/25/2022,2/10/2022
0013a00001Zxt3S,0013a00001Zxt3SAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,4644,MSP,0,8,End User,Customer,1/28/2022,2/10/2022
0013a00001Zxt4u,0013a00001Zxt4uAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,10487,MSP,0,3,End User,Customer,10/26/2021,2/10/2022
0013a00001Zxt6b,0013a00001Zxt6bAAB,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,2984,MSP,0,4,End User,Customer,2/10/2022,2/10/2022
0013a00001Zxt7F,0013a00001Zxt7FAAR,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,2590,MSP,0,1,End User,Customer,10/26/2021,2/9/2022
0013a00001ZxtCP,0013a00001ZxtCPAAZ,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,4430,MSP,0,0,End User,Customer,10/26/2021,11/15/2021
0013a00001Zxtdr,0013a00001ZxtdrAAB,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,4309,MSP,0,3,End User,Customer,1/26/2022,2/10/2022
0013a00001Zxth5,0013a00001Zxth5AAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,5669,MSP,0,3,End User,Customer,12/16/2021,2/10/2022
0013a00001ZxtiD,0013a00001ZxtiDAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,11307,MSP,0,2,End User,Customer,1/25/2022,2/10/2022
0013a00001Zxtir,0013a00001ZxtirAAB,0054w00000AQzJ8AAL,AMA,0,0,1,1,0,USD,6736,Healthcare,1,5,End User,Customer,1/26/2022,2/10/2022
0013a00001ZxtjQ,0013a00001ZxtjQAAR,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,6345,MSP,0,6,End User,Customer,1/28/2022,2/10/2022
0013a00001Zxtjz,0013a00001ZxtjzAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,5839,MSP,0,0,End User,Customer,10/26/2021,11/15/2021
0013a00001ZxtmP,0013a00001ZxtmPAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,6824,MSP,0,2,End User,Customer,12/22/2021,2/10/2022
0013a00001Zxtuv,0013a00001ZxtuvAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,6575,MSP,0,5,End User,Customer,1/31/2022,2/10/2022
0013a00001ZxtxL,0013a00001ZxtxLAAR,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,6444,MSP,0,0,End User,Customer,10/26/2021,11/15/2021
0013a00001ZxtyT,0013a00001ZxtyTAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,6421,MSP,0,2,End User,Customer,12/30/2021,2/10/2022
0013a00001Zxtz2,0013a00001Zxtz2AAB,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,6392,MSP,0,3,End User,Customer,12/29/2021,2/10/2022
0013a00001Zxuhn,0013a00001ZxuhnAAB,0053a00000K5OVqAAN,AMA,0,0,0,0,0,USD,9719,Financial Services,0,7,End User,Customer,3/10/2022,2/10/2022
0013a00001ZxuqV,0013a00001ZxuqVAAR,0054w00000AR2rDAAT,AMA,0,0,0,0,0,USD,2434,MSP,0,4,End User,Customer,12/29/2021,2/10/2022
0013a00001Zxurx,0013a00001ZxurxAAB,0053a00000P8VryAAF,AMA,0,0,0,0,0,USD,8216,MSP,0,3,Reseller,Customer,1/18/2022,2/2/2022
0013a00001Zxusv,0013a00001ZxusvAAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,2421,MSP,0,1,End User,Customer,1/14/2022,2/10/2022
0013a00001Zxvsk,0013a00001ZxvskAAB,0053a00000Oc4rxAAB,AMA,0,0,2,1,1,USD,1983,MSP,0,13,Reseller,Customer,2/9/2022,2/10/2022
0013a00001ZxxMz,0013a00001ZxxMzAAJ,0053a00000PcdwcAAB,AMA,0,0,0,0,0,AUD,9520,MSP,0,11,End User,Customer,2/8/2022,2/10/2022
0013a00001Zxz67,0013a00001Zxz67AAB,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,4965,MSP,0,19,End User,Customer,10/21/2022,2/10/2022
0013a00001Zy1PD,0013a00001Zy1PDAAZ,005f100000H9wgZAAR,AMA,0,0,0,0,0,EUR,2508991711133849,MSP,0,2,End User,Customer,1/25/2022,2/9/2022
0013a00001Zy1vk,0013a00001Zy1vkAAB,0053a00000Pe80lAAB,AMA,0,0,0,0,0,USD,5753,MSP,0,20,End User,Customer,2/10/2022,2/10/2022
0013a00001Zy4mf,0013a00001Zy4mfAAB,0053a00000NKz4xAAD,AMA,0,0,1,1,0,USD,8415,MSP,0,8,End User,Customer,2/3/2022,2/10/2022
0013a00001Zy7wf,0013a00001Zy7wfAAB,0053a00000PdkmgAAB,AMA,0,0,0,0,0,CAD,7203,General Business,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001Zy8Nd,0013a00001Zy8NdAAJ,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,1102831358148751,MSP,0,15,End User,Customer,1/9/2022,2/9/2022
0013a00001ZyWJV,0013a00001ZyWJVAA3,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,7498,MSP,0,4,End User,Customer,10/26/2021,2/10/2022
0013a00001ZyWV3,0013a00001ZyWV3AAN,005f100000H9aQUAAZ,AUM,0,0,0,0,0,USD,9268,MSP,1,2,End User,Customer,10/28/2021,2/10/2022
0013a00001ZyXOr,0013a00001ZyXOrAAN,0054w00000AR2r8AAD,AMA,0,0,1,1,0,USD,7548,MSP,0,12,End User,Customer,3/23/2022,2/10/2022
0013a00001Zydd5,0013a00001Zydd5AAB,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,9854,MSP,0,2,End User,Customer,2/3/2022,2/10/2022
0013a00001ZyeYL,0013a00001ZyeYLAAZ,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,2253801599221891,MSP,0,0,End User,Prospect,9/22/2021,9/16/2021
0013a00001Zyfek,0013a00001ZyfekAAB,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,6972,MSP,0,2,End User,Customer,10/26/2021,2/10/2022
0013a00001ZyhwG,0013a00001ZyhwGAAR,0053a00000Oc4rxAAB,AMA,0,0,0,0,0,CAD,11952,MSP,0,2,End User,Customer,2/9/2022,2/10/2022
0013a00001ZyiQQ,0013a00001ZyiQQAAZ,0054w00000AWYceAAH,AMA,0,0,0,0,0,USD,8140,MSP,0,8,End User,Customer,2/8/2022,2/10/2022
0013a00001Zyj1E,0013a00001Zyj1EAAR,0053a00000K46dKAAR,AMA,0,0,0,0,0,AUD,5965,MSP,0,20,End User,Customer,2/8/2022,2/10/2022
0013a00001ZylkW,0013a00001ZylkWAAR,0053a00000Oc4rxAAB,AMA,0,0,0,0,0,USD,7158,MSP,0,8,End User,Customer,2/10/2022,2/10/2022
0013a00001ZyreK,0013a00001ZyreKAAR,0054w00000AWM1RAAX,AUM,0,0,0,0,0,GBP,878040445976757,Education,1,5,End User,Customer,1/21/2022,2/9/2022
0013a00001Zyrjy,0013a00001ZyrjyAAB,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,8717,MSP,0,7,End User,Partner,10/26/2021,2/10/2022
0013a00001Zyrwn,0013a00001ZyrwnAAB,0054w00000AR2AxAAL,AMA,0,0,0,0,0,CAD,5580,MSP,0,10,End User,Customer,2/9/2022,2/10/2022
0013a00001Zys1O,0013a00001Zys1OAAR,0054w00000AWM1RAAX,AUM,0,0,0,0,0,GBP,1074459321614588,General Business,0,4,End User,Customer,2/3/2022,2/10/2022
0013a00001ZytoE,0013a00001ZytoEAAR,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,11420,General Business,0,1,End User,Customer,1/24/2022,2/10/2022
0013a00001ZyuaM,0013a00001ZyuaMAAR,0053a00000PcqwkAAB,AMA,0,0,0,0,0,GBP,2115551741264090,Channel,0,19,Reseller,Customer,2/17/2022,2/10/2022
0013a00001ZywHw,0013a00001ZywHwAAJ,0053a00000Pbj32AAB,AMA,0,0,1,1,0,USD,1033,MSP,0,7,End User,Customer,2/17/2022,2/10/2022
0013a00001ZywzB,0013a00001ZywzBAAR,0054w00000AR3YWAA1,AMA,0,0,0,0,0,USD,7501,MSP,0,15,End User,Partner,2/10/2022,2/10/2022
0013a00001Zyyql,0013a00001ZyyqlAAB,0053a00000Pe80WAAR,AMA,0,0,0,0,0,USD,4668,MSP,0,28,End User,Customer,2/14/2022,2/10/2022
0013a00001Zyz3f,0013a00001Zyz3fAAB,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,8198,MSP,0,5,End User,Customer,12/29/2021,2/10/2022
0013a00001Zz0zd,0013a00001Zz0zdAAB,0053a00000K4gJzAAJ,AMA,0,0,2,1,0,USD,10095,MSP,0,14,End User,Partner,2/8/2022,2/10/2022
0013a00001Zz1JQ,0013a00001Zz1JQAAZ,005j000000BZUboAAH,AMA,0,0,1,1,0,USD,7040,MSP,0,20,End User,Customer,10/29/2021,2/10/2022
0013a00001Zz1LT,0013a00001Zz1LTAAZ,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,7029,MSP,0,7,End User,Customer,2/10/2022,2/10/2022
0013a00001Zz4RK,0013a00001Zz4RKAAZ,0054w00000AR2B7AAL,AMA,0,0,0,0,0,USD,6823,MSP,0,14,End User,Customer,2/4/2022,2/10/2022
0013a00001Zz4Wo,0013a00001Zz4WoAAJ,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,1194784623771784,MSP,0,0,End User,Prospect,3/9/2020,8/20/2021
0013a00001Zz4b2,0013a00001Zz4b2AAB,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,7097,MSP,0,2,End User,Customer,1/20/2022,2/10/2022
0013a00001Zz58N,0013a00001Zz58NAAR,0054w00000AWKwpAAH,,0,0,0,0,0,USD,6784,MSP,0,11,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzB02,0013a00001ZzB02AAF,0053a00000OnipPAAR,AMA,0,0,0,0,0,USD,11594,MSP,0,11,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzEvo,0013a00001ZzEvoAAF,0054w00000AQzJ8AAL,AMA,0,0,0,0,0,USD,7283,End User,0,10,End User,Customer,1/19/2022,2/9/2022
0013a00001ZzFCB,0013a00001ZzFCBAA3,0053a00000PcdwcAAB,AMA,0,0,0,0,0,AUD,6946,MSP,0,15,End User,Customer,1/18/2022,2/10/2022
0013a00001ZzFhF,0013a00001ZzFhFAAV,0054w00000AWKD6AAP,AMA,0,0,0,0,1,USD,7162,MSP,1,7,End User,Partner,2/10/2022,2/10/2022
0013a00001ZzFm2,0013a00001ZzFm2AAF,0054w00000AR3YRAA1,AMA,0,0,0,0,0,USD,7155,MSP,0,10,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzFmW,0013a00001ZzFmWAAV,005j000000C2EikAAF,AMA,0,0,0,0,0,EUR,817138706383000,MSP,0,10,End User,Customer,1/18/2022,2/9/2022
0013a00001ZzGFg,0013a00001ZzGFgAAN,0054w00000AR1sUAAT,AMA,0,0,0,0,0,USD,7163,MSP,0,13,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzHIO,0013a00001ZzHIOAA3,0054w00000AR1sUAAT,AMA,0,0,0,0,0,USD,7349,MSP,0,9,End User,Customer,2/8/2022,2/10/2022
0013a00001ZzI8J,0013a00001ZzI8JAAV,0053a00000NKz4xAAD,AMA,0,0,0,0,0,USD,9950,General Business,0,13,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzIDx,0013a00001ZzIDxAAN,0054w00000AWOblAAH,AMA,0,0,1,1,0,USD,9800,MSP,0,8,Reseller,Customer,1/21/2022,2/10/2022
0013a00001ZzJZl,0013a00001ZzJZlAAN,0053a00000Pe80WAAR,AMA,0,0,1,1,0,USD,740,MSP,0,9,Partner Account Record Type,Customer,2/9/2022,2/10/2022
0013a00001ZzK0v,0013a00001ZzK0vAAF,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,7109,MSP,0,8,End User,Customer,12/14/2021,2/10/2022
0013a00001ZzK3u,0013a00001ZzK3uAAF,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,10012,MSP,1,1,End User,Customer,10/26/2021,2/10/2022
0013a00001ZzKeA,0013a00001ZzKeAAAV,0054w00000AR2B7AAL,AMA,0,0,1,1,0,USD,5795,MSP,0,9,End User,Customer,2/17/2022,2/10/2022
0013a00001ZzMlo,0013a00001ZzMloAAF,0054w00000AWOdwAAH,AUM,0,0,0,0,0,USD,1629,MSP,0,3,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzN5X,0013a00001ZzN5XAAV,0054w00000AR0keAAD,AUM,0,0,0,0,0,USD,7995,MSP,0,4,End User,Customer,2/7/2022,2/10/2022
0013a00001ZzN5a,0013a00001ZzN5aAAF,0053a00000K45ZlAAJ,,0,0,0,0,0,EUR,853716240122076,MSP,0,1,End User,Customer,12/10/2021,2/9/2022
0013a00001ZzN5b,0013a00001ZzN5bAAF,0054w00000AWX1NAAX,AUM,0,0,0,0,0,USD,1777,MSP,0,0,End User,Customer,2/7/2022,2/10/2022
0013a00001ZzN5d,0013a00001ZzN5dAAF,0054w00000AWX1NAAX,AUM,0,0,0,0,0,USD,4719,MSP,0,1,End User,Customer,1/26/2022,2/10/2022
0013a00001ZzN5v,0013a00001ZzN5vAAF,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,4384,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN5x,0013a00001ZzN5xAAF,0054w00000AWVg4AAH,AUM,0,0,0,0,0,USD,9333,MSP,0,1,End User,Customer,2/2/2022,2/10/2022
0013a00001ZzN61,0013a00001ZzN61AAF,0054w00000AR0kUAAT,AUM,0,0,0,0,0,GBP,354,MSP,0,1,End User,Customer,1/18/2022,2/9/2022
0013a00001ZzN63,0013a00001ZzN63AAF,0053a00000K45ZbAAJ,,0,0,0,0,0,EUR,1308267786354820,MSP,0,0,End User,Prospect,1/19/2022,8/20/2021
0013a00001ZzN6H,0013a00001ZzN6HAAV,0054w00000AWWzqAAH,AUM,0,0,0,0,0,USD,4598,MSP,0,1,End User,Customer,2/9/2022,2/10/2022
0013a00001ZzN6L,0013a00001ZzN6LAAV,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,538,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN6P,0013a00001ZzN6PAAV,0054w00000AWJm0AAH,AMA,0,0,2,1,0,USD,2606,MSP,0,2,End User,Partner,12/31/2021,2/10/2022
0013a00001ZzN6W,0013a00001ZzN6WAAV,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,2867,MSP,0,5,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN6b,0013a00001ZzN6bAAF,0054w00000AR0keAAD,AUM,0,0,0,0,0,EUR,6512,,0,1,End User,Customer,1/19/2022,12/30/2021
0013a00001ZzN6t,0013a00001ZzN6tAAF,0054w00000AWTxcAAH,AUM,0,0,0,0,0,USD,3520,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN6u,0013a00001ZzN6uAAF,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,5215,MSP,0,4,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN7H,0013a00001ZzN7HAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,3576,MSP,0,1,End User,Customer,3/18/2021,12/14/2021
0013a00001ZzN7J,0013a00001ZzN7JAAV,0053a00000Pei51AAB,AUM,0,0,0,0,0,USD,5828,MSP,0,12,End User,Partner,2/10/2022,2/10/2022
0013a00001ZzN7b,0013a00001ZzN7bAAF,0053a00000K4qNXAAZ,AUM,0,0,0,0,0,USD,1675,MSP,0,1,End User,Customer,11/17/2021,2/10/2022
0013a00001ZzN7c,0013a00001ZzN7cAAF,0054w00000AWKwaAAH,AUM,0,0,0,0,0,AUD,5694,MSP,0,3,End User,Customer,1/23/2022,2/10/2022
0013a00001ZzN7f,0013a00001ZzN7fAAF,0053a00000PeLNEAA3,AUM,0,0,0,0,0,USD,5233,General Business,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN7g,0013a00001ZzN7gAAF,005j000000C0Vd6AAF,AUM,0,0,0,0,0,EUR,5863,MSP,0,1,End User,Customer,10/15/2021,8/20/2021
0013a00001ZzN7i,0013a00001ZzN7iAAF,0054w00000AWJe6AAH,AUM,0,0,0,0,0,USD,4484,MSP,0,2,End User,Customer,1/20/2022,2/10/2022
0013a00001ZzN7t,0013a00001ZzN7tAAF,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,5294,MSP,0,1,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN7u,0013a00001ZzN7uAAF,0054w00000AWQgsAAH,AUM,0,0,0,0,0,USD,6953,MSP,0,3,Partner Account Record Type,Customer,1/27/2022,2/10/2022
0013a00001ZzN8A,0013a00001ZzN8AAAV,0053a00000POk5iAAD,AUM,0,0,0,0,0,USD,4804,MSP,0,4,End User,Customer,3/10/2022,2/10/2022
0013a00001ZzN8L,0013a00001ZzN8LAAV,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,4259,MSP,0,3,End User,Customer,1/19/2022,2/8/2022
0013a00001ZzN8M,0013a00001ZzN8MAAV,0054w00000AR0keAAD,AUM,0,0,0,0,0,GBP,427,MSP,0,4,End User,Customer,2/7/2022,2/10/2022
0013a00001ZzN8d,0013a00001ZzN8dAAF,0054w00000AR0kPAAT,AUM,0,0,0,0,0,GBP,355,MSP,0,3,End User,Customer,2/8/2022,2/10/2022
0013a00001ZzN8f,0013a00001ZzN8fAAF,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,6952,MSP,0,2,End User,Customer,2/10/2022,2/10/2022
0013a00001ZzN8m,0013a00001ZzN8mAAF,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,2549,MSP,0,2,End User,Customer,1/19/2022,2/10/2022
0013a00001ZzN8r,0013a00001ZzN8rAAF,0053a00000OcrnkAAB,AUM,0,0,0,0,0,USD,1319,MSP,0,6,End User,Customer,2/8/2022,2/10/2022
0013a00001ZzN9E,0013a00001ZzN9EAAV,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,5029,MSP,0,3,End User,Customer,8/25/2021,8/19/2021
